age,gender,education_level,employment_status,monthly_income_usd,monthly_expenses_usd,savings_usd,loan_interest_rate_pct
27,2,2,0,4324.96,3541.21,484133.21,13.51
21,1,2,1,7214.26,6426.93,498061.45,3.4
22,0,2,1,5846.37,2025.29,463131.15,26.97
44,0,1,3,4521.43,1610.26,146161.01,11.53
19,1,2,0,2321.36,1055.4,105157.06,6.57
26,0,2,3,5202.34,3089.94,509200.81,7.72
35,1,3,1,5773.72,3670.73,54177.12,16.95
66,1,0,1,5894.75,5101.47,217012.37,4.48
47,0,0,0,6205.73,3604.52,215207.3,25.7
50,1,0,0,5598.73,2528.32,142101.53,13.6
23,0,2,0,5989.58,3307.98,583201.98,24.13
49,0,0,0,4875.39,2517.88,283427.71,12.73
42,0,2,0,716.25,351.58,49118.94,19.77
19,1,1,0,1272.55,791.94,97625.35,4.79
62,0,1,0,3652.31,2566.93,317801.86,12.32
34,1,2,0,1063.58,861.52,122800.93,17.07
36,0,1,0,6833.51,6149.12,637918.74,3.14
33,1,2,0,2957.3,1279.28,134377.67,11.09
61,0,2,3,4303.06,2655.0,510729.74,16.4
39,1,1,1,5622.03,1775.78,602446.7,8.68
58,0,2,1,4076.77,2679.03,390940.13,15.12
37,1,0,0,2250.17,1655.06,156634.36,29.87
54,0,2,0,5631.38,1805.45,516934.51,18.72
59,1,0,2,5093.79,4460.05,600578.42,27.74
48,0,1,3,3896.83,3119.52,57757.75,20.07
18,0,2,1,6511.86,4941.58,211913.89,22.46
35,1,0,0,2129.51,1160.01,186851.65,3.56
43,0,4,0,7203.59,2653.12,707412.12,7.04
23,0,1,1,3741.2,2984.24,340713.63,16.49
52,1,2,0,3097.19,2471.95,172726.11,10.85
42,0,1,0,4693.74,3839.28,263873.75,20.76
64,0,0,0,2769.69,2467.7,219995.74,11.09
23,1,1,0,2090.74,1032.0,72713.42,19.33
54,1,2,1,2672.24,937.36,275128.32,15.27
20,1,3,0,5962.34,2483.65,82945.48,6.78
34,1,2,0,4293.47,2525.12,41459.96,20.98
68,0,1,0,3966.53,3148.2,370302.54,8.06
32,1,0,2,3920.38,2182.02,144714.76,26.95
23,0,2,1,5683.89,4970.3,471994.15,11.8
29,1,1,0,5829.23,5227.08,53671.5,9.2
54,0,0,0,500.0,380.22,28508.76,3.21
51,1,0,1,3545.3,1097.45,256863.64,9.9
47,0,0,3,1410.82,1267.42,164239.04,19.99
67,1,2,1,672.43,574.74,72728.69,10.17
56,0,0,0,4443.81,3338.32,503410.97,6.68
30,0,0,0,3890.91,1414.09,15690.67,28.23
19,0,4,0,9840.46,3210.41,93743.91,11.58
56,0,0,0,535.23,354.28,7546.18,21.85
47,1,1,1,6082.13,5024.07,366783.39,29.15
40,0,0,0,5064.97,2192.05,311433.84,23.12
19,1,0,0,807.27,326.97,40682.49,16.11
37,1,0,1,3374.7,3009.02,299544.83,4.03
46,0,2,0,3754.42,1714.02,240549.18,5.66
59,1,0,1,4113.79,2339.91,345833.31,28.45
67,0,0,0,6836.06,2840.09,151922.56,25.98
68,0,2,0,4081.19,2638.22,190968.75,6.13
55,0,0,3,7872.65,7074.38,566248.1,22.1
21,0,0,0,2542.09,1239.53,249762.82,14.63
19,2,1,0,3733.34,1955.19,5239.89,15.22
59,1,0,2,500.0,415.01,53549.26,18.46
41,1,0,0,8128.79,7057.99,378956.83,14.1
31,1,2,0,2248.86,1314.66,193390.0,7.36
38,1,1,2,7184.38,4804.56,399454.61,21.07
36,1,0,0,4419.43,2099.81,447347.75,15.22
44,0,0,1,4411.99,1887.64,163157.62,21.21
45,1,0,3,3252.66,1960.29,52072.42,8.83
23,1,2,1,500.0,399.79,48379.9,17.18
33,1,0,2,2596.46,1603.34,100531.27,24.71
59,1,2,1,1229.27,948.13,82407.99,20.94
40,1,0,0,1992.99,1718.93,136689.44,6.89
51,1,0,0,7719.86,6114.31,281686.47,27.01
19,0,1,0,5821.84,4568.87,103733.27,6.25
56,0,1,3,3817.71,2253.99,16105.07,3.42
51,1,0,0,1089.18,895.02,36699.26,22.52
62,0,2,0,3233.75,2436.74,346113.57,14.15
55,0,2,1,4090.1,3643.72,339172.7,9.78
26,1,2,0,3832.72,2840.57,19567.95,5.95
40,1,0,1,2748.63,2471.58,254572.38,18.19
45,0,0,1,1697.47,857.82,174837.31,6.28
38,0,0,0,3520.5,1795.08,401786.92,24.09
22,1,0,0,6137.51,2748.92,321937.33,15.5
56,1,2,0,6451.27,4904.78,73684.42,12.5
43,1,1,0,8384.9,3386.12,657417.85,7.16
60,1,0,1,6096.74,3539.0,507523.39,26.6
43,1,0,3,5817.99,4228.21,290899.24,14.03
55,1,0,1,500.0,354.95,32157.76,18.71
67,0,2,3,1249.28,1123.23,4509.03,9.04
30,1,2,0,2336.29,1386.38,56206.74,26.92
69,0,2,0,8390.84,5978.84,651580.8,21.9
39,0,2,0,4726.41,2821.22,106822.13,5.63
28,0,0,1,5451.2,3163.84,67333.66,20.34
35,1,0,1,5466.91,4513.18,399791.28,18.37
49,1,0,0,1468.11,1134.31,78136.84,26.36
23,0,0,1,5237.57,1644.07,407721.35,9.84
45,0,0,3,5247.31,1928.0,338336.79,24.9
34,1,3,0,5159.36,4067.56,304864.17,28.68
31,0,0,0,6403.68,5436.97,359623.68,14.56
61,1,0,2,8469.8,7548.64,86150.77,19.17
40,0,2,0,3276.34,2008.99,267678.8,18.17
52,0,0,1,3342.09,2333.98,72939.18,16.57
60,1,2,0,2497.27,1456.89,7647.35,23.15
45,1,2,3,3042.89,953.46,276649.98,28.69
41,1,0,1,5059.97,4113.64,117599.78,12.54
56,0,2,0,5830.41,3887.31,489938.75,5.25
20,1,2,0,500.0,171.61,43316.96,17.11
60,1,1,1,6338.61,4376.36,409597.66,10.19
60,0,0,0,3081.06,1843.82,12198.43,10.22
51,0,0,2,4949.11,4338.03,523852.36,14.97
24,1,1,1,2971.57,2524.81,79048.92,11.27
34,1,1,1,3488.06,2723.73,368285.85,11.06
62,0,0,0,6522.64,4308.67,566266.28,24.17
58,0,0,0,2692.24,1814.47,50744.28,17.07
20,1,0,1,2560.69,2120.58,236042.48,14.78
59,0,3,3,6063.45,3866.53,167736.45,6.4
18,0,3,0,5753.29,4010.89,542188.52,11.27
57,0,2,0,1827.12,831.66,183857.49,29.76
20,1,0,0,3737.16,2569.5,445379.67,11.46
39,1,0,0,6032.17,5276.42,42508.55,22.68
63,1,1,0,3440.01,2128.76,25673.28,11.27
43,1,0,0,6667.23,4508.57,434486.27,25.82
64,2,2,2,7720.55,2361.58,324299.88,5.8
38,0,0,0,5913.18,3943.41,694069.63,25.33
42,1,0,0,562.42,183.13,15908.48,16.41
21,0,3,1,6464.65,2568.18,491636.14,28.82
64,0,3,0,4940.46,3157.3,258533.45,19.28
60,1,2,3,3819.61,2796.87,127888.11,26.5
61,1,2,2,3573.65,2356.46,96356.75,21.46
51,0,0,0,4638.31,2080.17,318183.59,22.36
68,1,0,1,1009.75,379.54,71341.17,14.7
46,0,0,0,10237.35,3894.46,77467.74,19.62
23,0,0,0,4120.83,1526.26,204870.25,26.82
46,1,0,3,3986.19,1346.77,369839.84,23.81
30,1,2,0,500.0,169.92,19597.62,15.05
41,0,0,1,9517.65,6478.14,1111314.06,11.02
52,0,0,0,4333.45,2799.25,316877.1,14.89
69,0,0,3,5556.82,4883.52,656351.79,17.11
22,0,2,0,3292.52,1029.78,370520.78,3.13
30,0,3,1,6324.06,4109.07,600791.26,11.78
60,1,1,0,3004.05,2693.3,161437.56,6.44
27,0,0,0,8667.53,7066.05,775022.05,14.55
38,0,3,0,5715.78,1990.75,504133.78,8.07
50,1,4,0,4049.27,1691.05,476567.15,25.73
39,0,2,0,5179.91,1840.04,200243.81,4.9
56,1,2,3,801.18,261.01,41008.84,5.36
37,0,1,2,6689.72,5292.09,476748.54,11.78
38,1,2,0,1910.43,1208.18,91570.41,8.76
66,1,3,1,1440.24,1053.89,118502.28,19.79
28,0,0,0,4549.72,3628.22,388243.75,7.87
22,1,0,0,4434.83,2833.88,288177.4,14.39
42,0,1,2,4308.81,3579.45,308251.7,14.29
57,0,0,2,3166.07,996.44,66995.39,19.67
49,1,0,2,5148.41,2148.25,147567.83,6.75
38,0,0,2,5377.47,3070.11,549102.92,14.36
30,0,1,0,3959.74,3356.04,61793.57,17.17
47,0,0,1,5036.44,3275.95,13510.92,23.34
27,0,0,0,2800.57,1300.39,117717.54,5.38
62,1,1,0,2689.95,2381.95,244099.04,23.18
44,0,2,0,500.0,416.56,12598.69,22.31
64,1,0,1,3585.53,2913.71,342711.15,6.29
60,0,2,1,5077.56,4131.62,43095.39,24.09
33,1,0,0,5028.06,2278.06,190105.08,27.14
63,0,1,0,4491.9,2446.05,384726.92,7.66
60,0,2,0,6194.85,2317.23,629809.91,17.5
60,0,0,1,6577.61,2063.31,722770.85,27.35
31,1,2,3,3648.85,1681.09,174982.38,10.04
31,0,0,0,3958.52,3277.45,57079.62,17.63
48,1,1,2,5066.06,2645.27,116774.03,11.83
54,0,2,0,3546.5,1230.83,340428.56,25.04
18,2,0,3,5527.91,3608.55,331788.8,26.79
62,1,1,3,3134.37,1548.39,212539.89,7.43
32,0,4,1,1647.32,1250.24,141249.51,22.13
24,0,1,0,5997.9,5048.96,531364.24,20.41
36,1,0,1,6498.01,2268.09,694427.38,28.27
62,1,4,0,5432.93,3924.4,146815.29,21.74
42,1,1,1,4797.87,2962.32,519208.31,7.64
22,1,0,0,3583.76,3017.61,99590.94,14.52
33,0,1,0,4736.07,2205.25,401875.25,24.68
61,0,1,2,2258.67,2001.28,77166.42,4.88
42,1,0,1,6336.98,3194.35,483081.61,24.88
24,1,0,0,2512.8,1029.59,148004.95,12.98
69,1,0,1,4901.05,3146.6,135660.99,13.09
42,0,2,0,8443.91,2774.87,890339.87,28.15
18,0,0,0,2987.21,1503.45,86850.38,19.64
54,1,1,0,3394.92,1971.44,128548.45,8.11
66,1,0,2,8038.4,4306.96,185178.76,22.75
26,1,2,1,6857.77,3958.0,391218.88,28.74
57,0,2,1,7282.01,3226.36,803278.17,11.77
60,1,2,0,3750.23,2876.3,381209.28,29.46
35,0,2,0,6628.61,3734.49,266499.91,23.73
58,0,1,0,3356.76,2984.53,12977.99,20.33
44,1,2,3,1007.27,552.07,72931.8,24.6
27,0,2,0,500.0,236.6,23790.22,10.93
26,0,2,0,3541.82,3118.42,26148.51,14.52
44,1,2,1,4619.71,3374.09,258419.55,5.84
45,0,4,1,5045.59,2845.19,38655.56,18.56
51,0,1,0,2545.75,788.83,244873.55,13.68
56,0,0,0,3726.0,2011.81,201439.84,10.05
38,0,2,0,5438.86,1989.25,251517.12,20.32
39,0,0,0,6956.04,4752.34,770447.07,19.63
39,0,0,0,4568.19,2022.12,491427.52,29.25
32,1,2,0,4059.86,3203.35,96398.95,18.13
25,2,1,2,4842.21,2833.14,399882.76,7.13
47,1,2,0,4017.81,1954.53,195628.7,25.84
43,0,0,1,2853.46,978.08,126809.07,14.15
44,0,2,1,3934.81,2511.07,385105.64,22.43
52,0,1,1,2301.91,1463.39,106946.89,5.34
26,0,0,0,3036.19,1872.45,266601.84,18.71
27,1,2,2,6545.0,2785.65,32520.17,21.33
59,0,1,0,4576.42,1534.43,70164.55,24.33
43,0,2,0,4600.33,1543.39,393288.55,12.7
66,0,0,3,8786.64,2826.72,229735.41,10.47
23,0,2,0,500.0,307.2,23810.17,20.51
64,0,0,0,2300.75,1204.55,152601.19,14.96
61,0,2,0,3065.09,2048.41,143403.82,10.86
24,1,2,0,1618.12,786.69,96117.73,26.26
54,1,1,0,4202.57,1857.92,58835.75,20.64
49,1,0,2,5075.92,3361.66,187247.94,29.28
20,1,1,0,4296.4,3675.21,141840.94,17.36
27,0,2,0,2666.51,2235.59,289160.46,8.58
44,1,1,0,6110.39,4193.03,264430.24,15.79
18,1,0,0,3137.85,1584.44,50651.71,4.66
34,1,0,1,8789.02,2972.69,111742.18,21.16
38,1,2,0,5390.4,1660.79,563693.27,22.04
65,1,0,0,1315.52,1075.01,111455.77,14.52
61,1,1,2,2248.84,1201.77,231995.44,3.12
31,1,2,0,5301.0,2902.38,189331.78,12.57
64,1,1,1,5362.71,3243.34,197607.42,25.62
54,0,2,0,2848.74,1634.42,179435.66,13.02
23,0,0,1,5404.88,1676.91,457513.1,17.23
62,1,0,2,7527.64,2646.72,578169.44,7.1
65,0,2,0,4573.4,3711.39,304299.42,17.67
46,1,0,0,3939.73,1767.7,369903.38,4.35
28,1,2,2,1889.7,993.51,216611.18,15.48
48,1,0,0,6995.99,5156.75,372543.77,6.28
63,1,1,0,3820.55,3249.94,289665.53,20.74
57,0,4,1,4007.05,1610.66,295975.98,4.79
32,2,0,0,6605.27,4008.18,513693.13,30.0
43,1,1,3,1981.75,1232.92,167967.78,14.52
59,1,1,0,7023.61,6129.37,128862.76,21.43
40,0,1,0,5456.6,2025.56,458734.62,21.78
20,1,0,0,3117.76,2485.07,370860.82,26.97
51,1,0,0,4592.61,3806.88,531546.38,29.39
30,0,0,0,2174.23,1868.76,80033.72,22.16
58,1,1,1,3991.4,3278.02,245608.27,12.26
60,0,0,0,3477.58,2298.91,111904.23,15.96
63,1,2,1,1732.39,1283.73,9566.39,8.4
35,1,1,0,3089.76,2109.99,203267.46,14.88
64,1,1,0,4448.94,3235.21,401738.78,10.63
32,1,2,0,5231.7,1574.74,180476.32,3.41
55,1,0,0,500.0,270.16,39785.38,12.89
38,0,4,0,1699.68,1451.31,10069.53,12.94
67,0,0,0,5000.01,3978.18,327633.56,15.75
37,0,2,3,2352.73,1763.13,151643.26,8.97
57,1,3,0,5480.03,2935.12,23592.02,26.6
44,1,0,0,1128.12,755.24,95883.36,14.37
37,1,2,0,3892.56,2787.61,241580.69,11.05
31,0,1,1,3092.92,2487.86,296792.91,21.95
50,0,0,1,2212.54,1885.54,217683.76,4.07
22,0,0,1,4311.82,1590.76,62722.64,18.79
54,0,0,2,5094.25,3638.72,353397.4,25.29
41,1,2,0,4819.6,3079.04,184579.73,20.83
67,0,1,2,5131.39,3274.22,59718.63,6.74
47,1,0,0,2016.81,1258.48,127335.13,12.4
19,0,1,0,3530.84,3027.39,394678.03,19.15
20,1,0,1,1757.53,1503.3,81586.69,14.04
59,0,2,1,4977.0,2890.87,440186.08,20.97
61,0,0,0,6359.41,2334.54,724695.49,24.53
27,0,2,0,3428.56,1462.33,55229.81,10.23
29,1,0,1,6372.82,2848.63,208273.7,11.82
50,1,2,0,4126.57,2179.78,171031.61,27.23
46,0,0,0,4013.18,1633.69,56682.54,3.95
35,1,2,0,4829.17,2564.24,375595.42,13.96
20,1,2,1,4642.24,3129.12,473729.86,12.04
45,0,2,3,7635.8,5435.56,635509.16,16.57
23,0,0,0,2305.0,1679.49,169678.27,16.99
43,0,2,0,4171.11,1449.65,320568.4,28.08
22,0,1,0,4801.28,2548.37,226303.94,26.3
23,0,4,0,3211.45,2141.39,368707.75,21.13
37,0,2,0,5340.98,2283.6,616462.03,4.69
22,0,1,1,6147.24,2528.6,436356.79,13.22
61,0,0,0,2822.71,1229.02,154906.62,19.54
44,0,2,0,4662.26,1893.97,460938.3,8.68
60,1,0,0,6966.74,2476.74,409001.37,23.1
66,0,2,1,5881.11,4607.48,499411.84,13.15
55,1,4,1,3601.43,2491.83,340526.81,23.21
63,1,2,2,6026.94,2711.17,448008.44,16.98
24,0,0,0,3236.93,2724.5,242379.12,3.61
26,1,1,2,5600.95,4368.72,510350.5,21.09
58,1,0,1,5196.43,3297.88,183516.86,27.14
31,1,0,0,1891.74,722.65,130173.71,3.01
54,1,2,1,5908.9,4899.77,706570.43,23.74
29,0,2,1,1307.15,611.36,15946.66,18.64
63,0,2,1,6160.82,4213.77,520075.09,22.13
62,0,1,1,5789.15,2431.46,677342.3,25.29
22,1,2,0,1247.77,815.35,57177.57,25.07
57,1,2,0,3940.85,2903.61,401929.23,9.95
25,0,3,0,532.84,395.96,59784.5,28.25
30,1,0,0,4332.29,1384.26,134190.14,19.4
27,1,2,0,2552.49,2172.15,273365.85,22.53
47,2,2,1,2062.94,1473.04,92003.19,6.3
27,0,2,1,5644.93,3928.35,325981.3,13.58
66,0,2,1,2613.4,995.82,284999.12,7.84
44,1,0,0,2032.07,1724.01,168029.88,13.45
62,0,0,1,3912.09,3056.26,123095.79,4.34
57,0,1,1,4056.28,2623.86,132583.11,25.2
25,0,2,0,3592.17,1274.1,106503.65,15.19
68,0,0,3,4882.48,3712.98,401757.28,8.77
46,0,0,2,4546.87,3082.34,386765.4,25.44
28,1,2,0,5102.58,2443.2,380407.05,14.33
67,0,4,0,3355.1,1802.52,39891.02,7.51
33,1,1,0,3223.35,2750.63,151327.5,9.43
55,1,0,2,5689.26,3297.72,558624.58,16.64
36,1,0,0,7533.98,5154.49,671782.95,18.3
38,0,0,0,6118.15,2329.22,721763.47,28.44
51,1,0,3,2646.47,2257.06,136411.21,10.85
25,1,1,0,2906.38,1682.17,16197.11,26.87
48,0,1,0,1347.79,692.21,89130.14,24.59
53,0,4,1,2774.82,2007.82,265668.81,9.22
30,0,2,2,2983.69,1281.23,166901.02,20.22
24,1,2,0,4502.47,2152.84,390523.07,18.88
60,0,2,1,4716.92,3540.78,548625.8,10.7
60,1,0,1,6226.49,4171.63,311742.56,3.52
25,0,1,0,3526.53,2567.35,336794.02,3.46
47,2,3,1,1377.94,582.75,5303.71,14.16
23,2,2,1,4291.16,2136.18,232681.04,5.65
48,1,2,1,6245.71,4920.8,367666.15,14.56
27,1,0,0,2016.7,1797.21,167947.78,6.35
31,1,0,0,5637.83,4887.62,472077.83,9.48
21,1,2,3,1695.0,578.42,155342.47,5.54
22,0,0,0,3525.79,3031.7,87160.7,7.73
30,0,1,2,4772.2,2045.2,253107.97,25.95
42,1,3,1,1123.5,560.54,5627.07,8.42
29,0,1,0,500.0,206.31,40752.82,28.01
31,0,2,0,6729.42,3107.9,187619.44,16.78
34,0,0,0,5973.0,1846.98,15117.8,14.52
34,1,0,0,1202.21,680.99,10468.04,12.53
48,1,0,2,5168.8,3849.97,387742.72,27.93
45,0,2,3,4266.07,3040.91,187536.09,27.46
52,0,2,2,5729.61,1763.76,404248.84,14.13
65,0,2,0,5831.25,2676.15,274223.48,28.67
61,1,2,0,2845.57,1777.85,13093.71,29.18
18,1,1,1,4644.76,2449.62,146859.31,29.92
63,0,2,0,1087.42,896.86,78628.3,26.92
45,2,2,3,2237.38,788.07,256295.41,11.04
67,1,1,1,3574.85,2378.92,49271.36,29.22
58,0,2,0,2057.68,1676.75,123000.94,7.95
43,0,1,3,500.0,327.08,41848.62,9.52
23,1,0,2,500.0,420.19,26598.96,18.72
32,0,4,3,500.0,151.09,7654.24,6.77
36,0,2,0,2006.34,1581.53,23654.86,24.0
57,0,4,2,5211.7,2145.35,335836.97,28.93
18,0,2,1,3034.39,1542.01,131283.28,24.95
22,0,0,1,2651.06,1338.02,17847.81,22.81
37,1,1,0,1634.73,682.77,166576.29,8.52
47,0,1,0,6103.09,3517.13,93933.86,7.15
32,1,2,0,2501.18,1736.64,136237.64,29.69
53,0,1,0,3258.71,2053.73,55541.71,25.0
64,0,0,0,2285.62,1881.45,133494.55,4.15
56,0,0,0,3465.52,1396.64,271674.89,9.93
42,0,1,0,7413.25,6372.7,104291.04,3.4
20,1,2,0,7160.41,3491.53,735663.11,28.66
25,0,1,3,5747.84,5061.67,533382.01,12.15
28,0,2,0,3148.08,1675.98,67766.52,10.88
64,0,2,0,1888.26,1311.74,221308.57,11.18
52,0,4,0,4864.75,2291.42,450856.26,14.38
58,1,0,0,1049.2,336.73,16110.18,3.29
66,1,2,0,2156.27,1688.98,136306.64,15.36
23,0,2,0,3772.01,1357.78,362300.64,13.66
43,1,3,0,2823.53,1362.66,283461.42,29.69
50,1,2,1,8047.01,5220.9,281825.48,21.88
31,1,2,0,1175.39,936.67,134154.81,10.47
23,0,0,0,5015.49,1985.58,382684.93,22.65
41,0,0,0,4437.71,3323.38,469948.18,19.52
49,0,2,3,8108.87,6218.56,749985.83,21.29
30,0,0,0,3996.01,3114.93,128939.26,24.2
26,1,1,3,4024.98,3335.35,193155.31,23.71
38,0,3,0,4809.31,1786.65,78241.23,18.43
36,1,1,0,1288.16,982.89,71587.77,26.74
60,0,0,0,5359.86,4190.96,398400.61,5.31
34,1,2,0,5597.13,1907.57,114048.53,12.4
46,0,2,0,6123.17,2006.4,686041.59,25.52
48,0,1,0,500.0,340.72,15051.75,28.54
25,1,2,1,7473.7,4888.95,27057.11,7.39
48,0,1,2,8182.43,4543.58,10331.45,27.19
20,1,0,0,6920.91,5038.18,699218.35,4.63
62,1,2,0,5582.42,3852.16,387923.16,15.98
28,1,0,0,500.0,189.83,17862.79,6.46
46,0,2,1,5081.88,4280.69,283968.0,14.28
38,0,0,0,1357.87,945.54,139849.91,9.08
64,0,0,0,1577.67,1323.49,2110.51,19.13
41,1,0,1,1234.07,892.59,122148.36,28.07
38,0,1,0,6858.81,4701.5,452927.95,19.59
32,0,3,1,6407.78,3683.74,544324.11,29.85
52,1,3,0,2697.22,1113.38,93055.51,20.52
35,0,1,3,5132.66,4254.4,388459.08,9.15
57,1,2,2,1453.04,536.86,94365.03,12.5
41,1,2,0,3474.42,3025.18,289081.09,14.39
28,0,3,1,2024.47,1106.82,35645.17,9.43
59,0,2,0,5798.4,3982.4,101226.21,20.32
20,0,2,0,5323.2,3308.32,216315.5,9.91
61,1,0,0,6870.48,3235.33,351101.04,4.83
52,1,2,1,6389.6,3435.92,113937.37,3.39
33,0,3,0,3386.57,1857.05,276921.01,8.02
45,0,4,0,5218.87,3377.35,77166.54,28.36
21,0,1,0,1557.01,582.64,94274.72,12.59
30,0,2,1,3940.01,2113.58,74249.44,5.09
31,0,0,0,4593.92,1596.61,530060.76,4.55
18,0,2,0,5265.5,3893.62,309080.53,8.82
21,1,0,0,6632.94,2165.75,529280.7,23.71
43,0,3,0,3120.75,1653.88,200989.41,28.78
43,0,0,0,3381.85,2671.25,11892.54,12.73
24,1,1,0,3676.18,1632.86,139260.78,23.65
40,0,1,1,2362.97,1067.47,125354.69,6.06
48,1,1,0,2341.84,1998.45,142600.84,3.31
23,1,3,0,1202.57,863.01,127564.44,20.32
31,1,2,0,3337.74,1702.26,169685.92,4.04
56,1,3,0,7623.53,5063.38,182634.44,6.92
56,0,4,3,2602.08,1592.76,159919.91,13.39
23,0,0,2,2682.65,2172.81,229053.6,5.14
20,2,0,0,3369.74,2853.66,395462.33,20.5
31,1,0,2,3770.11,2176.57,250753.63,14.75
52,1,1,1,5665.88,3845.9,175574.9,12.89
25,1,2,3,1153.8,591.72,85676.01,7.12
67,1,2,0,5397.58,4147.85,57393.73,12.22
41,1,2,0,1785.17,564.5,193225.58,17.08
64,0,1,3,3903.99,2648.41,438354.4,13.08
50,1,1,3,7314.84,2388.02,698827.18,23.62
56,1,2,0,1887.23,745.41,63980.42,7.57
56,1,0,1,500.0,268.84,57404.93,26.0
67,0,1,0,1925.71,1375.1,163316.49,11.89
19,0,2,0,6779.06,5990.09,196208.62,8.76
31,1,2,3,1771.41,1218.42,129925.78,29.26
27,0,1,0,4614.57,2454.57,434371.96,22.59
27,1,2,1,3115.68,1685.07,12406.84,28.49
21,0,0,0,8620.84,3833.29,126911.38,4.33
63,1,2,0,2374.55,1433.36,53879.98,5.79
46,1,2,3,1991.67,1064.77,51625.5,3.84
23,0,0,2,5158.93,4309.13,60076.99,20.6
47,1,2,1,3872.14,2393.56,248340.03,12.6
51,1,0,0,4283.86,3811.26,230679.16,5.61
24,1,4,3,3692.3,2143.95,247392.56,26.57
62,1,2,0,4180.01,1878.75,121636.1,21.27
33,0,0,0,3065.77,1958.33,355459.01,5.37
62,0,3,3,7671.17,3994.0,104630.94,15.1
57,0,0,2,3369.72,2242.55,372411.22,19.11
37,1,0,1,3919.66,3026.18,283312.82,20.52
45,1,0,0,1062.39,613.12,93024.98,19.78
49,1,2,1,5998.08,3041.2,225246.4,22.94
48,0,0,0,6292.86,2244.52,184377.68,28.03
24,0,0,3,3223.45,1470.75,346504.77,28.45
68,1,4,0,500.0,213.25,45270.13,12.69
30,1,0,0,3126.91,1678.6,212828.68,27.31
26,0,0,0,4411.49,1921.02,403791.0,21.24
65,1,2,0,3897.38,1238.1,300259.69,11.62
27,1,0,0,2698.71,1552.25,310013.34,27.86
40,1,0,1,6380.49,3020.35,580161.63,16.84
27,0,0,0,4406.82,3819.8,320028.34,25.27
61,1,1,0,2766.48,1340.97,321329.19,28.43
52,0,2,0,985.62,885.89,16145.22,22.2
67,1,0,1,4151.25,3279.84,496010.64,10.15
51,1,4,3,6187.21,4100.42,555571.91,17.38
18,0,2,1,7065.3,6204.05,756718.76,22.43
33,0,0,1,5425.17,2839.86,520738.43,5.83
65,1,0,0,3656.86,1607.48,250827.7,6.35
59,2,0,0,8954.5,4147.78,817586.78,12.23
53,0,0,0,5623.42,3798.92,213101.92,11.0
38,0,0,0,4827.61,2568.22,268627.69,15.69
21,1,0,2,3886.79,2506.58,162253.79,27.11
26,0,0,1,5180.2,1680.24,576008.55,22.76
55,0,2,0,1820.36,1491.55,147676.7,5.46
63,1,1,1,5383.55,3210.84,290287.95,21.41
38,2,2,0,2465.99,1543.41,60908.55,15.38
32,0,0,0,4753.93,3932.64,359729.39,3.44
40,0,2,0,6696.62,4452.67,244016.22,4.01
46,1,1,0,4996.29,1827.56,47599.49,14.99
27,0,0,0,2091.57,1857.72,157031.42,16.5
38,0,1,0,4597.61,2077.96,54731.79,13.14
44,0,0,0,4951.93,3059.18,493070.52,23.36
33,0,0,0,4317.13,2025.0,284951.2,28.96
20,1,1,0,2670.13,2076.8,205323.11,29.75
32,0,4,0,3094.99,1399.11,106575.39,20.84
68,1,2,3,3955.68,2340.47,140863.21,29.6
55,0,0,2,2445.02,2139.65,218226.42,3.65
59,0,1,3,3301.48,2949.75,23769.9,22.22
55,1,0,1,3080.37,2008.42,78834.79,14.63
28,1,1,0,7309.61,6421.59,345662.97,18.01
36,0,2,0,9269.03,4329.01,418060.55,25.83
25,1,1,0,6378.41,5715.28,314880.45,22.59
29,1,2,2,4934.45,4367.84,44023.55,10.33
61,0,3,1,500.0,214.33,37519.33,5.55
36,1,4,1,7413.45,4900.63,297186.14,13.42
50,1,2,2,3816.17,1279.48,82372.99,14.72
22,2,2,0,2937.64,2159.63,197529.12,22.06
35,1,2,0,4648.27,3041.92,485281.67,5.23
44,1,1,1,2901.47,1461.68,316319.29,24.6
21,1,0,3,1235.43,445.3,3687.35,26.33
47,0,2,0,4136.53,2690.56,420940.24,28.31
49,1,1,3,4640.26,3730.8,142587.45,12.51
60,0,0,0,4125.3,1866.71,168638.84,9.94
62,1,0,1,4922.45,2765.8,396036.08,12.55
42,1,3,2,2493.2,1307.13,117025.91,13.75
24,0,0,0,4680.13,3948.73,92603.11,25.43
26,1,0,1,2281.33,1484.58,110748.02,3.94
52,0,0,2,4747.89,2788.91,452984.62,17.13
20,0,0,1,6319.27,2173.54,393978.99,12.31
52,1,0,0,500.0,419.75,26518.39,9.86
56,1,2,0,500.0,297.55,48658.28,17.84
26,0,2,0,8296.04,5430.04,576176.83,3.15
34,1,1,0,8083.54,5486.36,10197.25,21.31
41,1,0,0,5611.52,3429.76,333130.81,11.4
63,0,2,0,2280.42,991.53,119981.55,8.2
47,0,1,0,3439.96,2309.03,18999.49,9.53
21,1,0,0,3227.4,1575.36,321789.61,14.46
52,0,2,0,2720.47,2162.12,117933.59,23.18
25,0,0,0,3794.88,3215.67,339590.39,18.98
45,0,2,1,500.0,322.13,43005.59,24.19
23,0,2,3,5028.6,3991.01,95383.4,14.45
55,0,2,1,1814.7,1597.48,86384.52,6.76
47,0,0,0,6768.75,2230.21,578690.6,19.79
33,0,2,0,3244.86,1522.4,343911.35,27.14
